county,fips,date_local,ozone_avg
El Paso,48141,2018-08-02,69
El Paso,48141,2018-08-03,71
El Paso,48141,2018-08-04,87
El Paso,48141,2018-08-05,62
El Paso,48141,2018-08-06,50
El Paso,48141,2018-08-07,49
El Paso,48141,2018-08-08,53
El Paso,48141,2018-08-09,51
El Paso,48141,2018-08-10,58
El Paso,48141,2018-08-11,57
El Paso,48141,2018-08-12,60
El Paso,48141,2018-08-13,74
El Paso,48141,2018-08-14,65
El Paso,48141,2018-08-15,58
El Paso,48141,2018-08-16,57
El Paso,48141,2018-08-17,63
El Paso,48141,2018-08-18,57
El Paso,48141,2018-08-19,64
El Paso,48141,2018-08-20,58
El Paso,48141,2018-08-21,51
El Paso,48141,2018-08-22,50
El Paso,48141,2018-08-23,58
El Paso,48141,2018-08-24,56
El Paso,48141,2018-08-25,58
El Paso,48141,2018-08-26,53
El Paso,48141,2018-08-27,52
El Paso,48141,2018-08-28,55
El Paso,48141,2018-08-29,70
El Paso,48141,2018-08-30,71
El Paso,48141,2018-08-31,60
El Paso,48141,2018-09-01,47
El Paso,48141,2018-09-02,47
El Paso,48141,2018-09-03,49
El Paso,48141,2018-09-04,55
El Paso,48141,2018-09-05,56
El Paso,48141,2018-09-06,49
El Paso,48141,2018-09-07,41
El Paso,48141,2018-09-08,47
El Paso,48141,2018-09-09,71
El Paso,48141,2018-09-10,64
El Paso,48141,2018-09-11,65
El Paso,48141,2018-09-12,64
El Paso,48141,2018-09-13,56
El Paso,48141,2018-09-14,47
El Paso,48141,2018-09-15,41
El Paso,48141,2018-09-16,43
El Paso,48141,2018-09-17,41
El Paso,48141,2018-09-18,37
El Paso,48141,2018-09-19,41
El Paso,48141,2018-09-20,22
El Paso,48141,2018-09-21,39
El Paso,48141,2018-09-22,44
El Paso,48141,2018-09-23,63
El Paso,48141,2018-09-24,48
El Paso,48141,2018-09-25,44
El Paso,48141,2018-09-26,40
El Paso,48141,2018-09-27,62
El Paso,48141,2018-09-28,55
El Paso,48141,2018-09-29,50
El Paso,48141,2018-09-30,43
El Paso,48141,2018-10-01,36
El Paso,48141,2018-10-02,40
El Paso,48141,2018-10-03,25
El Paso,48141,2018-10-04,33
El Paso,48141,2018-10-05,30
El Paso,48141,2018-10-06,31
El Paso,48141,2018-10-07,38
El Paso,48141,2018-10-08,45
El Paso,48141,2018-10-09,47
El Paso,48141,2018-10-10,48
El Paso,48141,2018-10-11,38
El Paso,48141,2018-10-12,30
El Paso,48141,2018-10-13,29
El Paso,48141,2018-10-14,37
El Paso,48141,2018-10-15,29
El Paso,48141,2018-10-16,33
El Paso,48141,2018-10-17,35
El Paso,48141,2018-10-18,30
El Paso,48141,2018-10-19,28
El Paso,48141,2018-10-20,39
El Paso,48141,2018-10-21,37
El Paso,48141,2018-10-22,30
El Paso,48141,2018-10-23,25
El Paso,48141,2018-10-24,35
El Paso,48141,2018-10-25,39
El Paso,48141,2018-10-26,42
El Paso,48141,2018-10-27,47
El Paso,48141,2018-10-28,52
El Paso,48141,2018-10-29,40
El Paso,48141,2018-10-30,32
El Paso,48141,2018-10-31,40
El Paso,48141,2018-11-01,39
El Paso,48141,2018-11-02,43
El Paso,48141,2018-11-03,40
El Paso,48141,2018-11-04,48
El Paso,48141,2018-11-05,42
El Paso,48141,2018-11-06,44
El Paso,48141,2018-11-07,43
El Paso,48141,2018-11-08,41
El Paso,48141,2018-11-09,32
El Paso,48141,2018-11-10,39
El Paso,48141,2018-11-11,46
El Paso,48141,2018-11-12,35
El Paso,48141,2018-11-13,36
El Paso,48141,2018-11-14,34
El Paso,48141,2018-11-15,37
El Paso,48141,2018-11-16,33
El Paso,48141,2018-11-17,37
El Paso,48141,2018-11-18,37
El Paso,48141,2018-11-19,38
El Paso,48141,2018-11-20,52
El Paso,48141,2018-11-21,45
El Paso,48141,2018-11-22,37
El Paso,48141,2018-11-23,44
El Paso,48141,2018-11-24,43
El Paso,48141,2018-11-25,45
El Paso,48141,2018-11-26,40
El Paso,48141,2018-11-27,36
El Paso,48141,2018-11-28,45
El Paso,48141,2018-11-29,36
El Paso,48141,2018-11-30,42
El Paso,48141,2018-12-01,44
El Paso,48141,2018-12-02,43
El Paso,48141,2018-12-03,41
El Paso,48141,2018-12-04,40
El Paso,48141,2018-12-05,43
El Paso,48141,2018-12-06,31
El Paso,48141,2018-12-07,19
El Paso,48141,2018-12-08,19
El Paso,48141,2018-12-09,33
El Paso,48141,2018-12-10,36
El Paso,48141,2018-12-11,23
El Paso,48141,2018-12-12,39
El Paso,48141,2018-12-13,43
El Paso,48141,2018-12-14,30
El Paso,48141,2018-12-15,35
El Paso,48141,2018-12-16,33
El Paso,48141,2018-12-17,36
El Paso,48141,2018-12-18,38
El Paso,48141,2018-12-19,39
El Paso,48141,2018-12-20,38
El Paso,48141,2018-12-21,35
El Paso,48141,2018-12-22,40
El Paso,48141,2018-12-23,39
El Paso,48141,2018-12-24,36
El Paso,48141,2018-12-25,28
El Paso,48141,2018-12-26,43
El Paso,48141,2018-12-27,42
El Paso,48141,2018-12-28,40
El Paso,48141,2018-12-29,33
El Paso,48141,2018-12-30,38
El Paso,48141,2018-12-31,41
El Paso,48141,2019-01-01,31
El Paso,48141,2019-01-02,23
El Paso,48141,2019-01-03,37
El Paso,48141,2019-01-04,34
El Paso,48141,2019-01-05,33
El Paso,48141,2019-01-06,34
El Paso,48141,2019-01-07,41
El Paso,48141,2019-01-08,30
El Paso,48141,2019-01-09,35
El Paso,48141,2019-01-10,32
El Paso,48141,2019-01-11,41
El Paso,48141,2019-01-12,40
El Paso,48141,2019-01-13,40
El Paso,48141,2019-01-14,34
El Paso,48141,2019-01-15,35
El Paso,48141,2019-01-16,35
El Paso,48141,2019-01-17,35
El Paso,48141,2019-01-18,41
El Paso,48141,2019-01-19,42
El Paso,48141,2019-01-20,39
El Paso,48141,2019-01-21,39
El Paso,48141,2019-01-22,44
El Paso,48141,2019-01-23,39
El Paso,48141,2019-01-24,39
El Paso,48141,2019-01-25,50
El Paso,48141,2019-01-26,47
El Paso,48141,2019-01-27,47
El Paso,48141,2019-01-28,40
El Paso,48141,2019-01-29,33
El Paso,48141,2019-01-30,34
El Paso,48141,2019-01-31,43
El Paso,48141,2019-02-01,38
El Paso,48141,2019-02-02,36
El Paso,48141,2019-02-03,34
El Paso,48141,2019-02-04,31
El Paso,48141,2019-02-05,34
El Paso,48141,2019-02-06,45
El Paso,48141,2019-02-07,52
El Paso,48141,2019-02-08,41
El Paso,48141,2019-02-09,37
El Paso,48141,2019-02-10,32
El Paso,48141,2019-02-11,52
El Paso,48141,2019-02-12,45
El Paso,48141,2019-02-13,41
El Paso,48141,2019-02-14,44
El Paso,48141,2019-02-15,43
El Paso,48141,2019-02-16,53
El Paso,48141,2019-02-17,53
El Paso,48141,2019-02-18,48
El Paso,48141,2019-02-19,48
El Paso,48141,2019-02-20,47
El Paso,48141,2019-02-21,44
El Paso,48141,2019-02-22,44
El Paso,48141,2019-02-23,48
El Paso,48141,2019-02-24,50
El Paso,48141,2019-02-25,44
El Paso,48141,2019-02-26,52
El Paso,48141,2019-02-27,43
El Paso,48141,2019-02-28,47
El Paso,48141,2019-03-01,45
El Paso,48141,2019-03-02,45
El Paso,48141,2019-03-03,41
El Paso,48141,2019-03-04,44
El Paso,48141,2019-03-05,47
El Paso,48141,2019-03-06,46
El Paso,48141,2019-03-07,45
El Paso,48141,2019-03-08,45
El Paso,48141,2019-03-09,51
El Paso,48141,2019-03-10,51
El Paso,48141,2019-03-11,34
El Paso,48141,2019-03-12,51
El Paso,48141,2019-03-13,53
El Paso,48141,2019-03-14,57
El Paso,48141,2019-03-15,50
El Paso,48141,2019-03-16,43
El Paso,48141,2019-03-17,48
El Paso,48141,2019-03-18,50
El Paso,48141,2019-03-19,59
El Paso,48141,2019-03-20,48
El Paso,48141,2019-03-21,48
El Paso,48141,2019-03-22,53
El Paso,48141,2019-03-23,54
El Paso,48141,2019-03-24,57
El Paso,48141,2019-03-25,54
El Paso,48141,2019-03-26,46
El Paso,48141,2019-03-27,54
El Paso,48141,2019-03-28,58
El Paso,48141,2019-03-29,53
El Paso,48141,2019-03-30,48
El Paso,48141,2019-03-31,46
El Paso,48141,2019-04-01,61
El Paso,48141,2019-04-02,50
El Paso,48141,2019-04-03,56
El Paso,48141,2019-04-04,56
El Paso,48141,2019-04-05,51
El Paso,48141,2019-04-06,49
El Paso,48141,2019-04-07,50
El Paso,48141,2019-04-08,53
El Paso,48141,2019-04-09,52
El Paso,48141,2019-04-10,62
El Paso,48141,2019-04-11,49
El Paso,48141,2019-04-12,54
El Paso,48141,2019-04-13,55
El Paso,48141,2019-04-14,54
El Paso,48141,2019-04-15,55
El Paso,48141,2019-04-16,57
El Paso,48141,2019-04-17,52
El Paso,48141,2019-04-18,56
El Paso,48141,2019-04-19,67
El Paso,48141,2019-04-20,53
El Paso,48141,2019-04-21,48
El Paso,48141,2019-04-22,56
El Paso,48141,2019-04-23,51
El Paso,48141,2019-04-24,57
El Paso,48141,2019-04-25,59
El Paso,48141,2019-04-26,58
El Paso,48141,2019-04-27,60
El Paso,48141,2019-04-28,57
El Paso,48141,2019-04-29,56
El Paso,48141,2019-04-30,48
El Paso,48141,2019-05-01,54
El Paso,48141,2019-05-02,56
El Paso,48141,2019-05-03,57
El Paso,48141,2019-05-04,60
El Paso,48141,2019-05-05,58
El Paso,48141,2019-05-06,54
El Paso,48141,2019-05-07,47
El Paso,48141,2019-05-08,50
El Paso,48141,2019-05-09,61
El Paso,48141,2019-05-10,37
El Paso,48141,2019-05-11,50
El Paso,48141,2019-05-12,49
El Paso,48141,2019-05-13,63
El Paso,48141,2019-05-14,66
El Paso,48141,2019-05-15,66
El Paso,48141,2019-05-16,57
El Paso,48141,2019-05-17,54
El Paso,48141,2019-05-18,65
El Paso,48141,2019-05-19,63
El Paso,48141,2019-05-20,61
El Paso,48141,2019-05-21,60
El Paso,48141,2019-05-22,61
El Paso,48141,2019-05-23,59
El Paso,48141,2019-05-24,59
El Paso,48141,2019-05-25,37
El Paso,48141,2019-05-26,52
El Paso,48141,2019-05-27,56
El Paso,48141,2019-05-28,55
El Paso,48141,2019-05-29,60
El Paso,48141,2019-05-30,60
El Paso,48141,2019-05-31,53
El Paso,48141,2019-06-01,53
El Paso,48141,2019-06-02,54
El Paso,48141,2019-06-03,58
El Paso,48141,2019-06-04,60
El Paso,48141,2019-06-05,64
El Paso,48141,2019-06-06,64
El Paso,48141,2019-06-07,62
El Paso,48141,2019-06-08,51
El Paso,48141,2019-06-09,57
El Paso,48141,2019-06-10,40
El Paso,48141,2019-06-11,59
El Paso,48141,2019-06-12,52
El Paso,48141,2019-06-13,62
El Paso,48141,2019-06-14,49
El Paso,48141,2019-06-15,51
El Paso,48141,2019-06-16,62
El Paso,48141,2019-06-17,51
El Paso,48141,2019-06-18,56
El Paso,48141,2019-06-19,57
El Paso,48141,2019-06-20,55
El Paso,48141,2019-06-21,50
El Paso,48141,2019-06-22,58
El Paso,48141,2019-06-23,54
El Paso,48141,2019-06-24,66
El Paso,48141,2019-06-25,61
El Paso,48141,2019-06-26,59
El Paso,48141,2019-06-27,65
El Paso,48141,2019-06-28,53
El Paso,48141,2019-06-29,49
El Paso,48141,2019-06-30,55
El Paso,48141,2019-07-01,62
El Paso,48141,2019-07-02,48
El Paso,48141,2019-07-03,41
El Paso,48141,2019-07-04,40
El Paso,48141,2019-07-05,54
El Paso,48141,2019-07-06,53
El Paso,48141,2019-07-07,57
El Paso,48141,2019-07-08,54
El Paso,48141,2019-07-09,52
El Paso,48141,2019-07-10,61
El Paso,48141,2019-07-11,52
El Paso,48141,2019-07-12,58
El Paso,48141,2019-07-13,65
El Paso,48141,2019-07-14,61
El Paso,48141,2019-07-15,79
El Paso,48141,2019-07-16,60
El Paso,48141,2019-07-17,62
El Paso,48141,2019-07-18,72
El Paso,48141,2019-07-19,63
El Paso,48141,2019-07-20,61
El Paso,48141,2019-07-21,65
El Paso,48141,2019-07-22,53
El Paso,48141,2019-07-23,54
El Paso,48141,2019-07-24,64
El Paso,48141,2019-07-25,69
El Paso,48141,2019-07-26,77
El Paso,48141,2019-07-27,75
El Paso,48141,2019-07-28,65
El Paso,48141,2019-07-29,61
El Paso,48141,2019-07-30,48
El Paso,48141,2019-07-31,65
El Paso,48141,2019-08-01,68
El Paso,48141,2019-08-02,64
El Paso,48141,2019-08-03,64
El Paso,48141,2019-08-04,65
El Paso,48141,2019-08-05,83
El Paso,48141,2019-08-06,64
El Paso,48141,2019-08-07,77
El Paso,48141,2019-08-08,71
El Paso,48141,2019-08-09,65
El Paso,48141,2019-08-10,79
El Paso,48141,2019-08-11,60
El Paso,48141,2019-08-12,49
El Paso,48141,2019-08-13,53
El Paso,48141,2019-08-14,58
El Paso,48141,2019-08-15,75
El Paso,48141,2019-08-16,60
El Paso,48141,2019-08-17,56
El Paso,48141,2019-08-18,55
El Paso,48141,2019-08-19,67
El Paso,48141,2019-08-20,57
El Paso,48141,2019-08-21,55
El Paso,48141,2019-08-22,70
El Paso,48141,2019-08-23,62
El Paso,48141,2019-08-24,56
El Paso,48141,2019-08-25,57
El Paso,48141,2019-08-26,56
El Paso,48141,2019-08-27,68
El Paso,48141,2019-08-28,68
El Paso,48141,2019-08-29,66
El Paso,48141,2019-08-30,70
El Paso,48141,2019-08-31,50
El Paso,48141,2019-09-01,50
El Paso,48141,2019-09-02,57
El Paso,48141,2019-09-03,54
El Paso,48141,2019-09-04,53
El Paso,48141,2019-09-05,54
El Paso,48141,2019-09-06,59
El Paso,48141,2019-09-07,55
El Paso,48141,2019-09-08,58
El Paso,48141,2019-09-09,58
El Paso,48141,2019-09-10,48
El Paso,48141,2019-09-11,37
El Paso,48141,2019-09-12,48
El Paso,48141,2019-09-13,42
El Paso,48141,2019-09-14,40
El Paso,48141,2019-09-15,40
El Paso,48141,2019-09-16,57
El Paso,48141,2019-09-17,51
El Paso,48141,2019-09-18,52
El Paso,48141,2019-09-19,57
El Paso,48141,2019-09-20,44
El Paso,48141,2019-09-21,28
El Paso,48141,2019-09-22,51
El Paso,48141,2019-09-23,37
El Paso,48141,2019-09-24,41
El Paso,48141,2019-09-25,45
El Paso,48141,2019-09-26,31
El Paso,48141,2019-09-27,37
El Paso,48141,2019-09-28,46
El Paso,48141,2019-09-29,43
El Paso,48141,2019-09-30,27
El Paso,48141,2019-10-01,35
El Paso,48141,2019-10-02,53
El Paso,48141,2019-10-03,45
El Paso,48141,2019-10-04,38
El Paso,48141,2019-10-05,41
El Paso,48141,2019-10-06,41
El Paso,48141,2019-10-07,44
El Paso,48141,2019-10-08,54
El Paso,48141,2019-10-09,37
El Paso,48141,2019-10-10,36
El Paso,48141,2019-10-11,33
El Paso,48141,2019-10-12,45
El Paso,48141,2019-10-13,53
El Paso,48141,2019-10-14,26
El Paso,48141,2019-10-15,38
El Paso,48141,2019-10-16,44
El Paso,48141,2019-10-17,55
El Paso,48141,2019-10-18,41
El Paso,48141,2019-10-19,49
El Paso,48141,2019-10-20,49
El Paso,48141,2019-10-21,45
El Paso,48141,2019-10-22,46
El Paso,48141,2019-10-23,42
El Paso,48141,2019-10-24,38
El Paso,48141,2019-10-25,38
El Paso,48141,2019-10-26,41
El Paso,48141,2019-10-27,45
El Paso,48141,2019-10-28,46
El Paso,48141,2019-10-29,50
El Paso,48141,2019-10-30,45
El Paso,48141,2019-10-31,39
El Paso,48141,2019-11-01,35
El Paso,48141,2019-11-02,43
El Paso,48141,2019-11-03,48
El Paso,48141,2019-11-04,40
El Paso,48141,2019-11-05,35
El Paso,48141,2019-11-06,44
El Paso,48141,2019-11-07,22
El Paso,48141,2019-11-08,23
El Paso,48141,2019-11-09,35
El Paso,48141,2019-11-10,36
El Paso,48141,2019-11-11,27
El Paso,48141,2019-11-12,24
El Paso,48141,2019-11-13,28
El Paso,48141,2019-11-14,42
El Paso,48141,2019-11-15,49
El Paso,48141,2019-11-16,47
El Paso,48141,2019-11-17,39
El Paso,48141,2019-11-18,40
El Paso,48141,2019-11-19,32
El Paso,48141,2019-11-20,36
El Paso,48141,2019-11-21,39
El Paso,48141,2019-11-22,42
El Paso,48141,2019-11-23,38
El Paso,48141,2019-11-24,36
El Paso,48141,2019-11-25,33
El Paso,48141,2019-11-26,43
El Paso,48141,2019-11-27,30
El Paso,48141,2019-11-28,21
El Paso,48141,2019-11-29,40
El Paso,48141,2019-11-30,45
El Paso,48141,2019-12-01,40
El Paso,48141,2019-12-02,37
El Paso,48141,2019-12-03,28
El Paso,48141,2019-12-04,12
El Paso,48141,2019-12-05,38
El Paso,48141,2019-12-06,36
El Paso,48141,2019-12-07,30
El Paso,48141,2019-12-08,31
El Paso,48141,2019-12-09,36
El Paso,48141,2019-12-10,33
El Paso,48141,2019-12-11,27
El Paso,48141,2019-12-12,34
El Paso,48141,2019-12-13,32
El Paso,48141,2019-12-14,34
El Paso,48141,2019-12-15,38
El Paso,48141,2019-12-16,43
El Paso,48141,2019-12-17,39
El Paso,48141,2019-12-18,37
El Paso,48141,2019-12-19,29
El Paso,48141,2019-12-20,36
El Paso,48141,2019-12-21,33
El Paso,48141,2019-12-22,33
El Paso,48141,2019-12-23,33
El Paso,48141,2019-12-24,24
El Paso,48141,2019-12-25,45
El Paso,48141,2019-12-26,37
El Paso,48141,2019-12-27,41
El Paso,48141,2019-12-28,42
El Paso,48141,2019-12-29,44
El Paso,48141,2019-12-30,41
El Paso,48141,2019-12-31,43
El Paso,48141,2020-01-01,41
El Paso,48141,2020-01-02,39
El Paso,48141,2020-01-03,37
El Paso,48141,2020-01-04,32
El Paso,48141,2020-01-05,35
El Paso,48141,2020-01-06,39
El Paso,48141,2020-01-07,43
El Paso,48141,2020-01-08,34
El Paso,48141,2020-01-09,42
El Paso,48141,2020-01-10,41
El Paso,48141,2020-01-11,38
El Paso,48141,2020-01-12,43
El Paso,48141,2020-01-13,35
El Paso,48141,2020-01-14,28
El Paso,48141,2020-01-15,16
El Paso,48141,2020-01-16,24
El Paso,48141,2020-01-17,37
El Paso,48141,2020-01-18,42
El Paso,48141,2020-01-19,44
El Paso,48141,2020-01-20,38
El Paso,48141,2020-01-21,23
El Paso,48141,2020-01-22,36
El Paso,48141,2020-01-23,35
El Paso,48141,2020-01-24,40
El Paso,48141,2020-01-25,38
El Paso,48141,2020-01-26,37
El Paso,48141,2020-01-27,43
El Paso,48141,2020-01-28,42
El Paso,48141,2020-01-29,40
El Paso,48141,2020-01-30,42
El Paso,48141,2020-01-31,41
El Paso,48141,2020-02-01,41
El Paso,48141,2020-02-02,37
El Paso,48141,2020-02-03,40
El Paso,48141,2020-02-04,41
El Paso,48141,2020-02-05,36
El Paso,48141,2020-02-06,39
El Paso,48141,2020-02-07,37
El Paso,48141,2020-02-08,39
El Paso,48141,2020-02-09,41
El Paso,48141,2020-02-10,35
El Paso,48141,2020-02-11,26
El Paso,48141,2020-02-12,37
El Paso,48141,2020-02-13,43
El Paso,48141,2020-02-14,41
El Paso,48141,2020-02-15,48
El Paso,48141,2020-02-16,49
El Paso,48141,2020-02-17,46
El Paso,48141,2020-02-18,41
El Paso,48141,2020-02-19,38
El Paso,48141,2020-02-20,32
El Paso,48141,2020-02-21,32
El Paso,48141,2020-02-22,44
El Paso,48141,2020-02-23,50
El Paso,48141,2020-02-24,43
El Paso,48141,2020-02-25,49
El Paso,48141,2020-02-26,41
El Paso,48141,2020-02-27,43
El Paso,48141,2020-02-28,38
El Paso,48141,2020-02-29,43
El Paso,48141,2020-03-01,40
El Paso,48141,2020-03-02,32
El Paso,48141,2020-03-03,35
El Paso,48141,2020-03-04,50
El Paso,48141,2020-03-05,46
El Paso,48141,2020-03-06,48
El Paso,48141,2020-03-07,46
El Paso,48141,2020-03-08,30
El Paso,48141,2020-03-09,39
El Paso,48141,2020-03-10,33
El Paso,48141,2020-03-11,33
El Paso,48141,2020-03-12,35
El Paso,48141,2020-03-13,38
El Paso,48141,2020-03-14,49
El Paso,48141,2020-03-15,45
El Paso,48141,2020-03-16,50
El Paso,48141,2020-03-17,35
El Paso,48141,2020-03-18,37
El Paso,48141,2020-03-19,48
El Paso,48141,2020-03-20,42
El Paso,48141,2020-03-21,47
El Paso,48141,2020-03-22,57
El Paso,48141,2020-03-23,57
El Paso,48141,2020-03-24,55
El Paso,48141,2020-03-25,53
El Paso,48141,2020-03-26,39
El Paso,48141,2020-03-27,53
El Paso,48141,2020-03-28,53
El Paso,48141,2020-03-29,53
El Paso,48141,2020-03-30,57
El Paso,48141,2020-03-31,57
El Paso,48141,2020-04-01,50
El Paso,48141,2020-04-02,53
El Paso,48141,2020-04-03,49
El Paso,48141,2020-04-04,51
El Paso,48141,2020-04-05,53
El Paso,48141,2020-04-06,48
El Paso,48141,2020-04-07,46
El Paso,48141,2020-04-08,48
El Paso,48141,2020-04-09,48
El Paso,48141,2020-04-10,56
El Paso,48141,2020-04-11,58
El Paso,48141,2020-04-12,49
El Paso,48141,2020-04-13,54
El Paso,48141,2020-04-14,54
El Paso,48141,2020-04-15,60
El Paso,48141,2020-04-16,60
El Paso,48141,2020-04-17,57
El Paso,48141,2020-04-18,54
El Paso,48141,2020-04-19,57
El Paso,48141,2020-04-20,57
El Paso,48141,2020-04-21,55
El Paso,48141,2020-04-22,59
El Paso,48141,2020-04-23,55
El Paso,48141,2020-04-24,56
El Paso,48141,2020-04-25,58
El Paso,48141,2020-04-26,58
El Paso,48141,2020-04-27,59
El Paso,48141,2020-04-28,59
El Paso,48141,2020-04-29,54
El Paso,48141,2020-04-30,66
El Paso,48141,2020-05-01,55
El Paso,48141,2020-05-02,51
El Paso,48141,2020-05-03,51
El Paso,48141,2020-05-04,55
El Paso,48141,2020-05-05,56
El Paso,48141,2020-05-06,74
El Paso,48141,2020-05-07,64
El Paso,48141,2020-05-08,53
El Paso,48141,2020-05-09,75
El Paso,48141,2020-05-10,56
El Paso,48141,2020-05-11,67
El Paso,48141,2020-05-12,53
El Paso,48141,2020-05-13,49
El Paso,48141,2020-05-14,50
El Paso,48141,2020-05-15,55
El Paso,48141,2020-05-16,57
El Paso,48141,2020-05-17,57
El Paso,48141,2020-05-18,64
El Paso,48141,2020-05-19,52
El Paso,48141,2020-05-20,52
El Paso,48141,2020-05-21,57
El Paso,48141,2020-05-22,60
El Paso,48141,2020-05-23,53
El Paso,48141,2020-05-24,51
El Paso,48141,2020-05-25,54
El Paso,48141,2020-05-26,65
El Paso,48141,2020-05-27,52
El Paso,48141,2020-05-28,63
El Paso,48141,2020-05-29,58
El Paso,48141,2020-05-30,54
El Paso,48141,2020-05-31,57
El Paso,48141,2020-06-01,60
El Paso,48141,2020-06-02,70
El Paso,48141,2020-06-03,63
El Paso,48141,2020-06-04,65
El Paso,48141,2020-06-05,53
El Paso,48141,2020-06-06,62
El Paso,48141,2020-06-07,52
El Paso,48141,2020-06-08,45
El Paso,48141,2020-06-09,55
El Paso,48141,2020-06-10,64
El Paso,48141,2020-06-11,50
El Paso,48141,2020-06-12,53
El Paso,48141,2020-06-13,54
El Paso,48141,2020-06-14,60
El Paso,48141,2020-06-15,69
El Paso,48141,2020-06-16,61
El Paso,48141,2020-06-17,47
El Paso,48141,2020-06-18,48
El Paso,48141,2020-06-19,45
El Paso,48141,2020-06-20,54
El Paso,48141,2020-06-21,53
El Paso,48141,2020-06-22,63
El Paso,48141,2020-06-23,59
El Paso,48141,2020-06-24,68
El Paso,48141,2020-06-25,75
El Paso,48141,2020-06-26,59
El Paso,48141,2020-06-27,62
El Paso,48141,2020-06-28,50
El Paso,48141,2020-06-29,43
El Paso,48141,2020-06-30,43
El Paso,48141,2020-07-01,48
El Paso,48141,2020-07-02,50
El Paso,48141,2020-07-03,50
El Paso,48141,2020-07-04,60
El Paso,48141,2020-07-05,54
El Paso,48141,2020-07-06,58
El Paso,48141,2020-07-07,79
El Paso,48141,2020-07-08,58
El Paso,48141,2020-07-09,53
El Paso,48141,2020-07-10,59
El Paso,48141,2020-07-11,58
El Paso,48141,2020-07-12,52
El Paso,48141,2020-07-13,56
El Paso,48141,2020-07-14,71
El Paso,48141,2020-07-15,65
El Paso,48141,2020-07-16,53
El Paso,48141,2020-07-17,69
El Paso,48141,2020-07-18,60
El Paso,48141,2020-07-19,66
El Paso,48141,2020-07-20,61
El Paso,48141,2020-07-21,64
El Paso,48141,2020-07-22,47
El Paso,48141,2020-07-23,61
El Paso,48141,2020-07-24,60
El Paso,48141,2020-07-25,83
El Paso,48141,2020-07-26,47
El Paso,48141,2020-07-27,50
El Paso,48141,2020-07-28,58
El Paso,48141,2020-07-29,55
El Paso,48141,2020-07-30,69
El Paso,48141,2020-07-31,59
El Paso,48141,2020-08-01,81
El Paso,48141,2020-08-02,63
El Paso,48141,2020-08-03,68
El Paso,48141,2020-08-04,74
El Paso,48141,2020-08-05,64
El Paso,48141,2020-08-06,62
El Paso,48141,2020-08-07,67
El Paso,48141,2020-08-08,85
El Paso,48141,2020-08-09,59
El Paso,48141,2020-08-10,69
El Paso,48141,2020-08-11,62
El Paso,48141,2020-08-12,64
El Paso,48141,2020-08-13,69
El Paso,48141,2020-08-14,74
El Paso,48141,2020-08-15,55
El Paso,48141,2020-08-16,45
El Paso,48141,2020-08-17,47
El Paso,48141,2020-08-18,71
El Paso,48141,2020-08-19,73
El Paso,48141,2020-08-20,60
El Paso,48141,2020-08-21,102
El Paso,48141,2020-08-22,73
El Paso,48141,2020-08-23,67
El Paso,48141,2020-08-24,61
El Paso,48141,2020-08-25,55
El Paso,48141,2020-08-26,64
El Paso,48141,2020-08-27,71
El Paso,48141,2020-08-28,68
El Paso,48141,2020-08-29,72
El Paso,48141,2020-08-30,49
El Paso,48141,2020-08-31,46
El Paso,48141,2020-09-01,51
El Paso,48141,2020-09-02,60
El Paso,48141,2020-09-03,68
El Paso,48141,2020-09-04,54
El Paso,48141,2020-09-05,48
El Paso,48141,2020-09-06,47
El Paso,48141,2020-09-07,46
El Paso,48141,2020-09-08,44
El Paso,48141,2020-09-09,23
El Paso,48141,2020-09-10,26
El Paso,48141,2020-09-11,39
El Paso,48141,2020-09-12,46
El Paso,48141,2020-09-13,55
El Paso,48141,2020-09-14,43
El Paso,48141,2020-09-15,58
El Paso,48141,2020-09-16,58
El Paso,48141,2020-09-17,55
El Paso,48141,2020-09-18,59
El Paso,48141,2020-09-19,60
El Paso,48141,2020-09-20,55
El Paso,48141,2020-09-21,61
El Paso,48141,2020-09-22,65
El Paso,48141,2020-09-23,53
El Paso,48141,2020-09-24,60
El Paso,48141,2020-09-25,56
El Paso,48141,2020-09-26,53
El Paso,48141,2020-09-27,49
El Paso,48141,2020-09-28,42
El Paso,48141,2020-09-29,53
El Paso,48141,2020-09-30,61
El Paso,48141,2020-10-01,50
El Paso,48141,2020-10-02,51
El Paso,48141,2020-10-03,47
El Paso,48141,2020-10-04,57
El Paso,48141,2020-10-05,51
El Paso,48141,2020-10-06,56
El Paso,48141,2020-10-07,59
El Paso,48141,2020-10-08,58
El Paso,48141,2020-10-09,49
El Paso,48141,2020-10-10,44
El Paso,48141,2020-10-11,40
El Paso,48141,2020-10-12,44
El Paso,48141,2020-10-13,52
El Paso,48141,2020-10-14,44
El Paso,48141,2020-10-15,42
El Paso,48141,2020-10-16,49
El Paso,48141,2020-10-17,51
El Paso,48141,2020-10-18,41
El Paso,48141,2020-10-19,42
El Paso,48141,2020-10-20,46
El Paso,48141,2020-10-21,44
El Paso,48141,2020-10-22,39
El Paso,48141,2020-10-23,40
El Paso,48141,2020-10-24,39
El Paso,48141,2020-10-25,34
El Paso,48141,2020-10-26,26
El Paso,48141,2020-10-27,29
El Paso,48141,2020-10-28,36
El Paso,48141,2020-10-29,37
El Paso,48141,2020-10-30,38
El Paso,48141,2020-10-31,39
